# Date | Day | Title | Morse
20220524 | 87 | - | -         
20220525 | 88 | - | -         
20220526 | 89 | - | -         
20220527 | 90 | - | -         
20220528 | 91 | - | -         
20220529 | 92 | - | -         
20220530 | 93 | - | -
20220531 | 94 | - | -

20220601 | 95 | - | -                    
20220602 | 96 | - | -                    
20220603 | 97 | - | -                    
20220604 | 98 | - | -                    
20220605 | 99 | - | -                    
20220606 | 100 | - | -                    
20220607 | 101 | - | -                    
20220608 | 102 | - | -                    
20220609 | 103 | - | -                    
20220610 | 104 | - | -                    
20220611 | 105 | - | -                    
20220612 | 106 | - | -                    
20220613 |  | - | -                    
20220614 |  | - | -                    
20220615 |  | - | -                    
20220616 |  | - | -                    
20220617 |  | - | -                    
20220618 |  | - | -                    
20220619 |  | - | -                    
20220620 |  | - | -                    
20220621 |  | - | -                    
20220622 |  | - | -                    
20220623 |  | - | -                    
20220624 |  | - | -                    
20220625 |  | - | -                    
20220626 |  | - | -                    
20220627 |  | - | -                    
20220628 |  | - | -                    
20220629 |  | - | -                    
20220630 |  | - | -                    

20220701 |  | - | -                    
20220702 |  | - | -                    
20220703 |  | - | -                    
20220704 |  | - | -                    
20220705 |  | - | -                    
20220706 |  | - | -                    
20220707 |  | - | -                    
20220708 |  | - | -                    
20220709 |  | - | -                    
20220710 |  | - | -                    
20220711 |  | - | -                    
20220712 |  | - | -                    
20220713 |  | - | -                    
20220714 |  | - | -                    
20220715 |  | - | -                    
20220716 |  | - | -                    
20220717 |  | - | -                    
20220718 |  | - | -                    
20220719 |  | - | -                    
20220720 |  | - | -                    
20220721 |  | - | -                    
20220722 |  | - | -                    
20220723 |  | - | -                    
20220724 |  | - | -                    
20220725 |  | - | -                    
20220726 |  | - | -                    
20220727 |  | - | -                    
20220728 |  | - | -                    
20220729 |  | - | -                    
20220730 |  | - | -                    
20220731 |  | - | -                    

20220801 |  | - | -                    
20220802 |  | - | -                    
20220803 |  | - | -                    
20220804 |  | - | -                    
20220805 |  | - | -                    
20220806 |  | - | -                    
20220807 |  | - | -                    
20220808 |  | - | -                    
20220809 |  | - | -                    
20220810 |  | - | -                    
20220811 |  | - | -                    
20220812 |  | - | -                    
20220813 |  | - | -                    
20220814 |  | - | -                    
20220815 |  | - | -                    
20220816 |  | - | -                    
20220817 |  | - | -                    
20220818 |  | - | -                    
20220819 |  | - | -                    
20220820 |  | - | -                    
20220821 |  | - | -                    
20220822 |  | - | -                    
20220823 |  | - | -                    
20220824 |  | - | -                    
20220825 |  | - | -                    
20220826 |  | - | -                    
20220827 |  | - | -                    
20220828 |  | - | -                    
20220829 |  | - | -                    
20220830 |  | - | -                    
20220831 |  | - | -                    

20220901 |  | - | -                    
20220902 |  | - | -                    
20220903 |  | - | -                    
20220904 |  | - | -                    
20220905 |  | - | -                    
20220906 |  | - | -                    
20220907 |  | - | -                    
20220908 |  | - | -                    
20220909 |  | - | -                    
20220910 |  | - | -                    
20220911 |  | - | -                    
20220912 |  | - | -                    
20220913 |  | - | -                    
20220914 |  | - | -                    
20220915 |  | - | -                    
20220916 |  | - | -                    
20220917 |  | - | -                    
20220918 |  | - | -                    
20220919 |  | - | -                    
20220920 |  | - | -                    
20220921 |  | - | -                    
20220922 |  | - | -                    
20220923 |  | - | -                    
20220924 |  | - | -                    
20220925 |  | - | -                    
20220926 |  | - | -                    
20220927 |  | - | -                    
20220928 |  | - | -                    
20220929 |  | - | -                    
20220930 |  | - | -                    

20221001 |  | - | -                    
20221002 |  | - | -                    
20221003 |  | - | -                    
20221004 |  | - | -                    
20221005 |  | - | -                    
20221006 |  | - | -                    
20221007 |  | - | -                    
20221008 |  | - | -                    
20221009 |  | - | -                    
20221010 |  | - | -                    
20221011 |  | - | -                    
20221012 |  | - | -                    
20221013 |  | - | -                    
20221014 |  | - | -                    
20221015 |  | - | -                    
20221016 |  | - | -                    
20221017 |  | - | -                    
20221018 |  | - | -                    
20221019 |  | - | -                    
20221020 |  | - | -                    
20221021 |  | - | -                    
20221022 |  | - | -                    
20221023 |  | - | -                    
20221024 |  | - | -                    
20221025 |  | - | -                    
20221026 |  | - | -                    
20221027 |  | - | -                    
20221028 |  | - | -                    
20221029 |  | - | -                    
20221030 |  | - | -                    
20221031 |  | - | -                    

20221101 |  | - | -                    
20221102 |  | - | -                    
20221103 |  | - | -                    
20221104 |  | - | -                    
20221105 |  | - | -                    
20221106 |  | - | -                    
20221107 |  | - | -                    
20221108 |  | - | -                    
20221109 |  | - | -                    
20221110 |  | - | -                    
20221111 |  | - | -                    
20221112 |  | - | -                    
20221113 |  | - | -                    
20221114 |  | - | -                    
20221115 |  | - | -                    
20221116 |  | - | -                    
20221117 |  | - | -                    
20221118 |  | - | -                    
20221119 |  | - | -                    
20221120 |  | - | -                    
20221121 |  | - | -                    
20221122 |  | - | -                    
20221123 |  | - | -                    
20221124 |  | - | -                    
20221125 |  | - | -                    
20221126 |  | - | -                    
20221127 |  | - | -                    
20221128 |  | - | -                    
20221129 |  | - | -                    
20221130 |  | - | -                    

20221201 |  | - | -                    
20221202 |  | - | -                    
20221203 |  | - | -                    
20221204 |  | - | -                    
20221205 |  | - | -                    
20221206 |  | - | -                    
20221207 |  | - | -                    
20221208 |  | - | -                    
20221209 |  | - | -                    
20221210 |  | - | -                    
20221211 |  | - | -                    
20221212 |  | - | -                    
20221213 |  | - | -                    
20221214 |  | - | -                    
20221215 |  | - | -                    
20221216 |  | - | -                    
20221217 |  | - | -                    
20221218 |  | - | -                    
20221219 |  | - | -                    
20221220 |  | - | -                    
20221221 |  | - | -                    
20221222 |  | - | -                    
20221223 |  | - | -                    
20221224 |  | - | -                    
20221225 |  | - | -                    
20221226 |  | - | -                    
20221227 |  | - | -                    
20221228 |  | - | -                    
20221229 |  | - | -                    
20221230 |  | - | -                    
20221231 |  | - | -                    

20230101 |  | - | -                    
20230102 |  | - | -                    
20230103 |  | - | -                    
20230104 |  | - | -                    
20230105 |  | - | -                    
20230106 |  | - | -                    
20230107 |  | - | -                    
20230108 |  | - | -                    
20230109 |  | - | -                    
20230110 |  | - | -                    
20230111 |  | - | -                    
20230112 |  | - | -                    
20230113 |  | - | -                    
20230114 |  | - | -                    
20230115 |  | - | -                    
20230116 |  | - | -                    
20230117 |  | - | -                    
20230118 |  | - | -                    
20230119 |  | - | -                    
20230120 |  | - | -                    
20230121 |  | - | -                    
20230122 |  | - | -                    
20230123 |  | - | -                    
20230124 |  | - | -                    
20230125 |  | - | -                    
20230126 |  | - | -                    
20230127 |  | - | -                    
20230128 |  | - | -                    
20230129 |  | - | -                    
20230130 |  | - | -                    
20230131 |  | - | -                    

20230201 |  | - | -                    
20230202 |  | - | -                    
20230203 |  | - | -                    
20230204 |  | - | -                    
20230205 |  | - | -                    
20230206 |  | - | -                    
20230207 |  | - | -                    
20230208 |  | - | -                    
20230209 |  | - | -                    
20230210 |  | - | -                    
20230211 |  | - | -                    
20230212 |  | - | -                    
20230213 |  | - | -                    
20230214 |  | - | -                    
20230215 |  | - | -                    
20230216 |  | - | -                    
20230217 |  | - | -                    
20230218 |  | - | -                    
20230219 |  | - | -                    
20230220 |  | - | -                    
20230221 |  | - | -                    
20230222 |  | - | -                    
20230223 |  | - | -                    
20230224 |  | - | -                    
20230225 |  | - | -                    
20230226 |  | - | -                    
20230227 |  | - | -                    
20230228 |  | - | -                    
20230229 |  | - | -                    
20230230 |  | - | -                    

20230301 |  | - | -                    
20230302 |  | - | -                    
20230303 |  | - | -                    
20230304 |  | - | -                    
20230305 |  | - | -                    
20230306 |  | - | -                    
20230307 |  | - | -                    
20230308 |  | - | -                    
20230309 |  | - | -                    
20230310 |  | - | -                    
20230311 |  | - | -                    
20230312 |  | - | -                    
20230313 |  | - | -                    
20230314 |  | - | -                    
20230315 |  | - | -                    
20230316 |  | - | -                    
20230317 |  | - | -                    
20230318 |  | - | -                    
20230319 |  | - | -                    
20230320 |  | - | -                    
20230321 |  | - | -                    
20230322 |  | - | -                    
20230323 |  | - | -                    
20230324 |  | - | -                    
20230325 |  | - | -                    
20230326 |  | - | -                    
20230327 |  | - | -                    
20230328 |  | - | -                    
20230329 |  | - | -                    
20230330 |  | - | -                    
20230331 |  | - | -                    

20230401 |  | - | -                    
20230402 | 402 | CATASTROPHIC RUSSIAN FAILURE! Current Ukraine War Footage And News With The Enforcer (Day 402) | DID YOU KNOW THAT 1 IN EVERY 1 RUSSIAN SOLDIER IN UKRAINE WILL BE PART OF A TURRET TOSS?
20230403 |  | - | -                    
20230404 |  | - | -                    
20230405 |  | - | -                    
20230406 |  | - | -                    
20230407 |  | - | -                    
20230408 |  | - | -                    
20230409 |  | - | -                    
20230410 |  | - | -                    
20230411 |  | - | -                    
20230412 |  | - | -                    
20230413 |  | - | -                    
20230414 |  | - | -                    
20230415 |  | - | -                    
20230416 |  | - | -                    
20230417 |  | - | -                    
20230418 |  | - | -                    
20230419 |  | - | -                    
20230420 |  | - | -                    
20230421 |  | - | -                    
20230422 |  | - | -                    
20230423 |  | - | -                    
20230424 |  | - | -                    
20230425 |  | - | -                    
20230426 |  | - | -                    
20230427 |  | - | -                    
20230428 |  | - | -                    
20230429 |  | - | -                    
20230430 |  | - | -                    

20230501 |  | - | -                    
20230502 |  | - | -                    
20230503 |  | - | -                    
20230504 |  | - | -                    
20230505 |  | - | -                    
20230506 |  | - | -                    
20230507 |  | - | -                    
20230508 |  | - | -                    
20230509 |  | - | -                    
20230510 |  | - | -                    
20230511 |  | - | -                    
20230512 |  | - | -                    
20230513 |  | - | -                    
20230514 |  | - | -                    
20230515 |  | - | -                    
20230516 |  | - | -                    
20230517 |  | - | -                    
20230518 |  | - | -                    
20230519 |  | - | -                    
20230520 |  | - | -                    
20230521 |  | - | -                    
20230522 |  | - | -                    
20230523 |  | - | -                    
20230524 |  | - | -                    
20230525 |  | - | -                    
20230526 |  | - | -                    
20230527 |  | - | -                    
20230528 |  | - | -                    
20230529 |  | - | -                    
20230530 |  | - | -                    
20230531 |  | - | -                    

20230601 |  | - | -                    
20230602 |  | - | -                    
20230603 |  | - | -                    
20230604 |  | - | -                    
20230605 |  | - | -                    
20230606 |  | - | -                    
20230607 |  | - | -                    
20230608 |  | - | -                    
20230609 |  | - | -                    
20230610 |  | - | -                    
20230611 |  | - | -                    
20230612 |  | - | -                    
20230613 |  | - | -                    
20230614 |  | - | -                    
20230615 |  | - | -                    
20230616 |  | - | -                    
20230617 |  | - | -                    
20230618 |  | - | -                    
20230619 |  | - | -                    
20230620 |  | - | -                    
20230621 |  | - | -                    
20230622 |  | - | -                    
20230623 |  | - | -                    
20230624 |  | - | -                    
20230625 |  | - | -                    
20230626 |  | - | -                    
20230627 |  | - | -                    
20230628 |  | - | -                    
20230629 |  | - | -                    
20230630 |  | - | -                    

20230701 |  | - | -                    
20230702 |  | - | -                    
20230703 |  | - | -                    
20230704 |  | - | -                    
20230705 |  | - | -                    
20230706 |  | - | -                    
20230707 |  | - | -                    
20230708 |  | - | -                    
20230709 |  | - | -                    
20230710 |  | - | -                    
20230711 |  | - | -                    
20230712 |  | - | -                    
20230713 |  | - | -                    
20230714 |  | - | -                    
20230715 |  | - | -                    
20230716 |  | - | -                    
20230717 |  | - | -                    
20230718 |  | - | -                    
20230719 |  | - | -                    
20230720 |  | - | -                    
20230721 |  | - | -                    
20230722 |  | - | -                    
20230723 |  | - | -                    
20230724 |  | - | -                    
20230725 |  | - | -                    
20230726 |  | - | -                    
20230727 |  | - | -                    
20230728 |  | - | -                    
20230729 |  | - | -                    
20230730 |  | - | -                    
20230731 |  | - | -                    

20230801 |  | - | -                    
20230802 |  | - | -                    
20230803 |  | - | -                    
20230804 |  | - | -                    
20230805 |  | - | -                    
20230806 |  | - | -                    
20230807 |  | - | -                    
20230808 |  | - | -                    
20230809 |  | - | -                    
20230810 |  | - | -                    
20230811 | 533 | RUSSIAN FORCES MUTINY! Current Ukraine War Footage And News With The Enforcer (Day 533) | AMAZING JOB FOR HEUA FORCES NEAR ROBOTYNE, ONWARDS TO TOKMAK. GLORY TO UKRAINE! LONG LIVE THE LSA!             
20230812 | 534 | MAJOR VICTORY AT ROBOTYNE! Current Ukraine War Footage And News With The Enforcer (Day 534) | THE LSA WILL GO HAND IN HAND WITH UKRAINE UNTIL THE END. GLORY TO UKRAINE! LONG LIVE THE LSA!              
20230813 |  | - | -                    
20230814 |  | - | -                    
20230815 |  | - | -                    
20230816 |  | - | -                    
20230817 |  | - | -                    
20230818 |  | - | -                    
20230819 |  | - | -                    
20230820 |  | - | -                    
20230821 |  | - | -                    
20230822 |  | - | -                    
20230823 |  | - | -                    
20230824 |  | - | -                    
20230825 |  | - | -                    
20230826 |  | - | -                    
20230827 |  | - | -                    
20230828 |  | - | -                    
20230829 |  | - | -                    
20230830 |  | - | -                    
20230831 |  | - | -                    

20230901 |  | - | -                    
20230902 |  | - | -                    
20230903 |  | - | -                    
20230904 |  | - | -                    
20230905 |  | - | -                    
20230906 |  | - | -                    
20230907 |  | - | -                    
20230908 |  | - | -                    
20230909 |  | - | -                    
20230910 |  | - | -                    
20230911 |  | - | -                    
20230912 |  | - | -                    
20230913 |  | - | -                    
20230914 |  | - | -                    
20230915 |  | - | -                    
20230916 |  | - | -                    
20230917 |  | - | -                    
20230918 |  | - | -                    
20230919 |  | - | -                    
20230920 |  | - | -                    
20230921 |  | - | -                    
20230922 |  | - | -                    
20230923 |  | - | -                    
20230924 |  | - | -                    
20230925 |  | - | -                    
20230926 |  | - | -                    
20230927 |  | - | -                    
20230928 |  | - | -                    
20230929 |  | - | -                    
20230930 |  | - | -                    

20231001 |  | - | -                    
20231002 |  | - | -                    
20231003 |  | - | -                    
20231004 |  | - | -                    
20231005 |  | - | -                    
20231006 |  | - | -                    
20231007 |  | - | -                    
20231008 |  | - | -                    
20231009 |  | - | -                    
20231010 |  | - | -                    
20231011 |  | - | -                    
20231012 |  | - | -                    
20231013 |  | - | -                    
20231014 |  | - | -                    
20231015 |  | - | -                    
20231016 |  | - | -                    
20231017 |  | - | -                    
20231018 |  | - | -                    
20231019 |  | - | -                    
20231020 |  | - | -                    
20231021 |  | - | -                    
20231022 |  | - | -                    
20231023 |  | - | -                    
20231024 |  | - | -                    
20231025 | 608 | US CASUALTIES, HEAVY RUSSIAN LOSSES! Breaking Ukraine/ Israel War News With The Enforcer (Day 608) | THE LSA WILL NEVER YIELD TO ANY CROOKS OR TOUGH GUYS ANYWHERE! LONG LIVE THE LSA!                 
20231026 | 609 | US PREPARES FOR WAR, UKRAINE HOLDS! Breaking Ukraine/ Israel War News With The Enforcer (Day 609) | MAY ISRAEL PROVE VICTORIOUS IN THESE COMING WEEKS, AND MAY THE US STAND STRONG. LONG LIVE THE LSA!                  
20231027 |  | - | -                    
20231028 |  | - | -                    
20231029 |  | - | -                    
20231030 |  | - | -                    
20231031 |  | - | -                    

20231101 | 615 | US FORCES IN ISRAEL, UKRAINE LIBERATION! Breaking Ukraine/ Israel War News W/ The Enforcer (Day 615) | THE WORLD STANDS WITH NATIONS THAT FIGHT AGAINST EVIL. LONG LIVE THE LSA!                  
20231102 | 616 | ISRAEL SPLITS GAZA, REGIONAL WAR?! Breaking Israel/Ukraine War News With The Enforcer (Day 616) | ISRAEL HAS ALREADY CUT GAZA IN TWO, NOW IT MUST CUT HAMAS IN TWO. LONG LIVE THE LSA!                
20231103 | 617 | RUSSIAN ARMY AMBUSHED, HUGE LOSSES! Current Ukraine War Footage And News With The Enforcer (Day 617) | ISRAEL HAS ALREADY CUT GAZA IN TWO, NOW IT MUST CUT HAMAS IN TWO. LONG LIVE THE LSA!      
20231104 | 618 | HAMAS PLANS EXPOSED, ISRAEL SHOCKED! Current Israel/Ukraine War News With The Enforcer (Day 618) | ISRAEL ALREADY CUT GAZA IN TWO, NOW IT MUST CUT HAMAS IN TWO. LONG LIVE THE LSA!                   
20231105 | 619 | - | -                    
20231106 | 620 | - | -                    
20231107 | 621 | - | -                    
20231108 | 622 | - | -                    
20231109 | 623 | - | -                    
20231110 | 624 | - | -                    
20231111 | 625 | UKRAINE TAKES MAJOR RIVER! Current Ukraine/Israel War Footage And News With The Enforcer (Day 625) |  I AM BACK! UKRAINE IS BEGINNING TO MAKE THEIR MOVES IN PREPARATION FOR WINTER!                   
20231112 | 626 | - | -                    
20231113 | 627 | UKRAINE OPENS NEW FRONT! Breaking Ukraine War Footage And News With The Enforcer (Day 627) | UKRAINE IS OPENING A BRAND NEW FRONT FOR AN OLD AN DYING RUSSIAN ARMY. LONG LIVE THE LSA!             
20231114 | 628 | - | -                    
20231115 | 629 | RUSSIAN ARMY RETREATS! Current Ukraine War Footage And News With The Enforcer (Day 629) | LET'S GO UKRAINE IS GOING HAM AND THE RUSSIANS ARE ONLY AS HAM! LONG LIVE THE LSA!           
20231116 | 630 | UKRAINE MOVES TOWARDS CRIMEA, RUSSIA PANICS! Breaking Ukraine War News With The Enforcer (Day 630) |  LET'S GET IT THE RUSSIANS ARE GETTING PLASTERED NEAR A RIVER, CALL IT CRIMEA RIVER. LONG LIVE THE LSA!             
20231117 | 631 | HUGE EXPLOSION IN RUSSIA! Breaking Ukraine War Footage And News With The Enforcer (Day 631) |  UKRAINE IS BRINGING THE WAR TO THE RUSSIANS, AND THIS TME NOT PLAYING GAMES. SLAVA UKRAINI!                 
20231118 | 632 | RUSSIA LOSES ENTIRE FRONT! Breaking Ukraine War Footage And News With The Enforcer (Day 632) |    THE DAY WHEN THIS WAR IS OVER I WILL GET SOME SLEEP. LONG LIVE THE LSA!              
20231119 | 633 | RUSSIAN UNITS RETREAT, RECORD SNIPER SHOT! Breaking Ukraine War News With The Enforcer (Day 633) | UKRAINE HAS TURNED THE TABLES, AND THE RUSSIANS CANNOT REGAIN COHESION. LONG LIVE THE LSA!                 
20231120 | 634 | RUSSIAN FORCES DESTROYED, HUGE LOSSES! Breaking Ukraine War News With The Enforcer (Day 634) | THE RUSSIANS BE HITTING UKRAINIAN LINES LIKE ISRAEL BE HITTING HAMAS WITH THE DOOBIE. LONG LIVE THE LSA!        
20231121 | 635 | - | -                    
20231122 | 636 | UKRAINE ATTACKS SOON, CHINESE SHIP BURNS! Breaking Ukraine War News With The Enforcer (Day 636) |  RUSSIA IS GETTING THE WIPPING THAT MANY A RAUCOUS COUNTRY NEED. LONG LIVE THE LSA!
20231123 | 637 | UKRAINE LIBERATES KEY TOWNS! Breaking Ukraine War Footage And News With The Enforcer (Day 637) | LET RUSSIA GIVE IT UP FOR THEMSELVES, BECAUSE THEY ARE TO DUMB TO QUIT. LONG LIVE THE LSA!     
20231124 | 638 | - | -                    
20231125 | 639 | RUSSIAN ARMY FALLING APART! Current Ukraine War Footage And News With The Enforcer (Day 639) | RUSSIAN FORCES GOT A LITTLE COLD AND IT MADE THM LOSE IT. LONG LIVE THE LSA!              
20231126 | 640 | RUSSIA LAUNCHES AIR ATTACK! Breaking Ukraine War Footage And News With The Enforcer (Day 640) | THE RUSSIANS ARE ABOUT AS UNAPPEALING AS ICE CREAM AFTER YOUR TEETH HAVE BEEN FILED DOWN. LONG LIVE THE LSA!
20231127 | 641 | RUSSIANS WIPED OUT BY HURRICANE! Breaking Ukraine War Footage And News With The Enforcer (Day 641) | THE YANKS ARE HERE THE ABRAMS IS LOOKING GREAT OUT THERE IN THE NORTHEAST! LONG LIVE THE LSA                  
20231128 | 642 | - | -                    
20231129 | 643 | RUSSIAN GENERAL KILLED! Current Ukraine War Footage And News With The Enforcer (Day 643) | RUSSIANS THAT GOT SWEPT AWAY IN THE STORM GOT A FREE TRIP TO THE MOSKVA. LONG LIVE THE LSA!                    
20231130 | 644 | UKRAINE DESTROYS SHAHED BASES! Current Ukraine War Footage And News With The Enforcer (Day 644) | WE ARE GOING TO SEE A VICTORY FOR UKRAINE IN THE FUTURE! LONG LIVE THE LSA!

20231201 | 645 | UKRAINE STARTS NEW OFFENSIVE! Current Ukraine War Footage And News With The Enforcer (Day 645) | WE ARE GOING TO SEE A VICTORY FOR UKRAINE IN THE FUTURE! LONG LIVE THE LSA!
20231202 | 646 | - | -                    
20231203 | 647 | RUSSIA RUNS OUT OF TROOPS! Current Ukraine War Footage And News With The Enforcer (Day 647) | MAN THE RUSSIAN ARMY BEING SO DESTROYED THEY NEED ANOTHER 170,000 IS TELLING. LONG LIVE THE LSA!               
20231204 | 648 | US SHIPS ATTACKED, US RESPONSE?! Current Ukraine War Footage And News With The Enforcer (Day 648)  | AMERICA MIGHT GET VERY ANGRY, BUT WE WILL HAVE TO SEE. LONG LIVE THE LSA!           
20231205 | 649 | - | -                    
20231206 | 650 | RUSSIAN FORCES TRICKED, HUGE LOSS! Current Ukraine War Footage And News With The Enforcer (Day 650)  | RUSSIANS ARE ABOUT TO GO ON SEWER-SIDE WATCH FOR LOOSING THAT GROUND. LONG LIVE THE LSA!
20231207 | 651 | UKRAINE COUNTERATTACKS, RUSSIANS FREEZE! Current Ukraine War News With The Enforcer (Day 651) | BEEP BEEP BEEP, DOT DOT DOT. LONG LIVE THE LSA!    
20231208 | 652 | RUSSIAN ATTACK COLLAPSES! Breaking Ukraine War Footage And News With The Enforcer (Day 652) | RUSSIA CAN'T PUT IT TOGETHER. UKRAINE WILL HOLD IN AVDIIVKA. LONG LIVE THE LSA!
20231209 | 653 | UKRAINE PUSHING TO CRIMEA! Current Ukraine War Footage And News With The Enforcer (Day 653) | PUT AN LSA IN THE CHAT FOR THE LEAF SPRING ARMY MAKING IT TO A SECOND CHRISTMAS! LONG LIVE THE LSA! 
20231210 | 654 | PUTIN IS LOSING IT, ORDERS ASSAULT! Current Ukraine War Footage And News With The Enforcer (Day 654) | CAN I BE RUNNING OUT OF IDEAS FOR THE MORSE CODE AGAIN BUT LONG LIVE THE LSA!    
20231211 | 655 | ELITE RUSSIAN FORCES DESTROYED! Current Ukraine War Footage And News With The Enforcer (Day 655) | AHEM RUSSIANS DO BE GETTING HIT PRETTY BADLY AROUND KRYNY AND AVDIIVKA. LONG LIVE THE LSA!
20231212 | 656 | - | -                    
20231213 | 657 | HUGE VICTORY NEAR AVDIIVKA! Current Ukraine War Footage And News With The Enforcer (Day 657) | LONG LIVE THE LSA! MAY THE LSA ALWAYS SHINE ABOVE THE REST!
20231214 | 658 | ENTIRE RUSSIAN UNIT AMBUSHED! Breaking Ukraine War Footage And News With The Enforcer (Day 658) | THE RUSSIANS HAVE TO BE ONE OF THE MOST VILE FIGHTING FORCES ON THE EARTH. THEY WILL BE CRUSHED. LSA!
20231215 | 659 | RUSSIAN FORCES DESTROYED, HUGE LOSSES! Current Ukraine War News With The Enforcer (Day 659) | HOW ARE ALL OF YOU DOING TONIGHT? lET ME KNOW IN THE CHAT! LONG LIVE THE LSA!
20231216 | 660 | RUSSIANS FORCES BEATEN BACK! Current Ukraine War News And Footage With The Enforcer (Day 660) | WHAT DO THE RUSSIANS AND LOSERS HAVE IN COMMON? THEY WERE BOTH HOT DOG SALESMEN. LONG LIVE THE LSA!               
20231217 | 661 | UKRAINE LAUNCHES MASS DRONE ATTACK! Breaking Ukraine War Footage & News With The Enforcer (Day 661) | THE RUSSIANS ARE ABOUT TO BE CHOPPING UP THE OLD LADA FOR SOME EXTRA TANK ARMOR. LONG LIVE THE LSA!                
